A1,A9,A10,A12,A16,A2,A3,A8,A11,A14,A15,A4_l,A4_u,A4_y,A5_g,A5_gg,A5_p,A6_aa,A6_c,A6_cc,A6_d,A6_e,A6_ff,A6_i,A6_j,A6_k,A6_m,A6_q,A6_r,A6_w,A6_x,A7_bb,A7_dd,A7_ff,A7_h,A7_j,A7_n,A7_o,A7_v,A7_z,A13_g,A13_p,A13_s
1,1,0,0,0,1.192746689028288,0.07243011094552518,1.2400314467499285,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,1,0,0,0.7478028415087054,1.3484801137463176,0.31702842007345056,1.1293434835277865,2.5037376816661214,-0.24072982869085421,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,0,0,-0.9393554815966665,1.319478977319027,0.31702842007345056,-0.57200514100758,-0.9932914880415857,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,1,0,1,0,-0.19173523994895525,0.1594335202273974,4.088915788703288,-0.57200514100758,-0.774727164934854,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,-1.1303185062831829,-0.5365937540275804,-0.1267230350594715,-0.004888932829124595,-0.41045329309030115,-0.17740383410134547,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,0,-1.0186051368415705,-0.9518900276663838,-0.6636622957703071,2.547134003973925,-0.7018723905659434,-0.2997934967214537,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.5574294322236338,1.9575039787194235,1.3154691941225252,-0.004888932829124595,-0.7528707326241808,-0.08972168774664105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.8123650701801333,1.551488068737353,-0.6636622957703071,1.1293434835277865,-0.4031678156534101,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,1,0,1.0581177566242945,0.1594335202273974,1.4264070579057555,1.1293434835277865,2.1394638098215686,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,0,-1.194291119553166,1.551488068737353,-0.3485987626259325,2.547134003973925,-1.284710585517228,1.4666364100493623,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,-0.6844198436401671,1.5804892051646435,-0.5882245483977104,-0.28844703691835233,-0.5561628418281223,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,0.11745023308847335,-0.8556062547277785,-0.681412353975624,-0.57200514100758,1.4837708405013736,0.8638216538607694,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-1.161827405356458,1.3774812501736085,-0.31087988893963414,-0.57200514100758,1.0466421942879103,-0.3521592230166244,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.9870962377682956,1.5619284778511775,0.09515269250698953,-0.57200514100758,-0.29388565410004425,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.9870962377682956,-1.000611936864232,-0.5704744901923935,-0.57200514100758,-0.2356018346049158,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.915485103510852,1.212754795266597,-0.7746001595535377,-0.57200514100758,0.1723849018609834,0.24882882178957877,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.5574294322236338,-0.5945960268821618,-0.7191312276619224,-0.57200514100758,-0.3230275638476085,-0.360074972340313,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0.23029304460824598,-0.45887070840244115,1.7592206492554472,-0.57200514100758,0.8426488260549606,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,2.0845440143143197,-1.000611936864232,-0.7923502177588545,-0.57200514100758,-1.284710585517228,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,1,1.702617964941287,-0.6908797998207671,-0.6436934802893257,-0.57200514100758,-1.284710585517228,-0.28700651704472596,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,-0.946994002584127,1.43548352302819,-0.7923502177588545,-0.57200514100758,-0.16274706023600521,-0.3405900509281565,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,1.9489602667868928,-0.8648866183845115,-0.7923502177588545,-0.57200514100758,-0.22831635716802473,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-1.2659022538106095,-0.9808911640936745,-0.7746001595535377,-0.57200514100758,-0.26474374435248,0.07955356702146887,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-1.1465503633815368,-0.7198809362480578,-0.7923502177588545,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0.15868191035080237,0.3914426116457233,-0.237660898842702,-0.57200514100758,0.6969392773171396,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,0,2.8006553568887558,-0.6433179360800102,-0.7368812858672392,-0.57200514100758,0.6095135480744468,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,-1.1780592624548119,-0.9623304367802084,-0.6991624121809409,-0.57200514100758,0.1723849018609834,-0.3357188205751173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,0.6914687492261827,-1.000611936864232,-0.7923502177588545,-0.57200514100758,0.05581726287072649,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,0,1,1,0.1901908094240774,-0.4205892083184174,-0.237660898842702,-0.57200514100758,0.755223096812268,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-1.1704207414673513,0.5654494302094677,-0.7746001595535377,-0.57200514100758,-0.26474374435248,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.7554413624961659,1.3484801137463176,-0.7368812858672392,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,0.03169149893426918,-0.4205892083184174,0.20609055629022002,-0.57200514100758,1.1923517430257313,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,-1.1226799852957223,0.3241599751344088,-0.5527244319870767,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-1.0663458930131997,0.25571729316600267,-0.6636622957703071,-0.57200514100758,-0.7018723905659434,-0.06536553598144537,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,-1.161827405356458,1.319478977319027,-0.7191312276619224,-0.57200514100758,1.1923517430257313,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.5497909112361733,2.131510797283168,-0.7923502177588545,-0.57200514100758,0.05581726287072649,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0,0,1,-1.3451519090555137,-0.80688434552993,-0.7546313440725562,-0.57200514100758,0.1723849018609834,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,-0.8753828683266833,-0.797603981873197,-0.681412353975624,-0.57200514100758,0.755223096812268,-0.23585859833781506,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.6128087093827234,-0.8648866183845115,-0.7368812858672392,-0.57200514100758,0.4638039993366257,-0.35946606854618307,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,-1.2095681615280869,0.034148610861501394,-0.681412353975624,-0.57200514100758,-0.7018723905659434,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,1,-1.3212815309696992,-0.7106005725913248,-0.681412353975624,-0.28844703691835233,-0.49787902233299386,-0.3004024005155836,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-0.6767813226527065,1.9285028422921326,-0.7368812858672392,-0.004888932829124595,-1.284710585517228,3.0205588926688463,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-1.2181614976389805,1.319478977319027,-0.7191312276619224,-0.28844703691835233,-0.41045329309030115,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1,1,1,0.11745023308847335,-0.6525982997367433,-0.7923502177588545,-0.004888932829124595,0.1723849018609834,-0.29614007395667435,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1,-0.08002187050734302,-0.8660466638416031,-0.6636622957703071,-0.28844703691835233,1.1923517430257313,1.3466823626057736,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-1.0988096072099078,-0.9043281639256269,-0.7191312276619224,-0.28844703691835233,0.1723849018609834,-0.35946606854618307,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.8200035911675938,-0.5945960268821618,-0.7923502177588545,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,1,1,-0.7006517007385211,-0.8266051183004878,-0.5704744901923935,-0.57200514100758,1.0466421942879103,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,1,0,1,-1.1541888843689974,1.319478977319027,-0.3485987626259325,-0.28844703691835233,-0.41045329309030115,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,-0.4695864408678362,-0.8753270274983361,-0.7191312276619224,-0.28844703691835233,0.6969392773171396,-0.08972168774664105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1,0.5167375816380205,-0.44030998108897507,-0.7368812858672392,-0.004888932829124595,0.31809445059880453,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,-1.3613837661538677,-0.922888891239093,-0.7923502177588545,-0.28844703691835233,-0.11903419561465887,-0.28335309427994665,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,1,1,0.15104338936334188,-0.2755835261819637,0.5566542058452284,-0.004888932829124595,0.1723849018609834,-0.3576393571637934,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,0,1,-1.3375133880680532,-0.3625869354638359,-0.4972555000954614,-0.28844703691835233,-0.7018723905659434,-0.3472879926635853,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,1,-0.7799013559834252,1.8124982965829695,0.6875608851094405,-0.004888932829124595,0.026675353123162264,-0.25473461595584174,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,0,1,2.601098996091346,-0.5365937540275804,2.0920342406051384,-0.28844703691835233,-1.284710585517228,-0.35398593439901405,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-1.1541888843689974,-0.9623304367802084,-0.681412353975624,-0.57200514100758,0.755223096812268,-0.360074972340313,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,-0.6605494655543525,-0.7686028454459063,-0.5704744901923935,-0.57200514100758,0.755223096812268,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,0,0,0,1,-1.3766608081287888,-0.33358579903654517,-0.7546313440725562,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.5335590541378193,2.1697922973671915,-0.1267230350594715,-0.57200514100758,0.755223096812268,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,1,-0.652910944566892,-0.3625869354638359,1.2045313303392946,-0.57200514100758,-0.11903419561465887,-0.3448523774870657,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,0,1,-1.1226799852957223,1.3867616138303414,-0.6081933638786918,-0.57200514100758,-0.7018723905659434,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.2471145171080448,-0.7013202089345917,-0.681412353975624,-0.57200514100758,-0.26474374435248,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0.13481153226498785,-0.30458466260925443,-0.7923502177588545,-0.57200514100758,-0.11903419561465887,-0.34789689645771515,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,1,1,-0.5259205331503588,0.043428974518234444,-0.3485987626259325,-0.57200514100758,1.3380612917635526,-0.3564215495755336,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-1.0825777501115537,-0.5945960268821618,0.2438094299765184,-0.57200514100758,-0.4687371125854296,-0.3564215495755336,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-1.3375133880680532,-0.9518900276663838,-0.7368812858672392,-0.57200514100758,0.1723849018609834,-0.35946606854618307,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-1.1226799852957223,1.319478977319027,-0.6081933638786918,-0.57200514100758,-0.7018723905659434,-0.3345010129868575,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-1.3451519090555137,-1.000611936864232,-0.681412353975624,-0.57200514100758,-0.8475819393037646,-0.360074972340313,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,0,1,1,-0.7006517007385211,-0.8266051183004878,-0.5704744901923935,-0.57200514100758,1.0466421942879103,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,-0.8753828683266833,-0.9426096640096506,-0.681412353975624,-0.57200514100758,0.755223096812268,-0.23585859833781506,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,0,-1.0663458930131997,-1.000611936864232,-0.7923502177588545,-0.57200514100758,2.3580281329283004,-0.35946606854618307,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0.6122190939812786,-0.9716108004369414,-0.1267230350594715,-0.57200514100758,0.40552017984149724,-0.2912688436036352,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,-0.8677443473392229,-0.6525982997367433,-0.1267230350594715,-0.57200514100758,-0.19188896998356944,-0.35520374198727384,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,0,-1.1704207414673513,-0.91360852758236,3.6451643335703654,-0.57200514100758,0.9009326455500891,-0.360074972340313,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.31813603596404366,-0.91360852758236,-0.6259434220840088,-0.57200514100758,0.9009326455500891,-0.33328320539859774,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1,1,0,0,1.7417653850020225,-0.9530500731234753,-0.681412353975624,2.547134003973925,1.4837708405013736,1.3034501932225513,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.31813603596404366,-0.7106005725913248,-0.27537977252900037,-0.57200514100758,-0.41045329309030115,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,-0.08002187050734302,-0.7488820726753486,-0.3485987626259325,-0.57200514100758,0.755223096812268,-0.3521592230166244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.016049257237359896,-0.7488820726753486,-0.7746001595535377,-0.57200514100758,-0.04617942124574831,-0.25108119319106237,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.4288945902822228,-0.4205892083184174,0.5389041476399116,-0.57200514100758,0.1723849018609834,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0.11745023308847335,-0.07257557119092851,-0.7546313440725562,-0.57200514100758,1.7096206410449963,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.946994002584127,-1.000611936864232,-0.7923502177588545,-0.57200514100758,0.05581726287072649,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,1,1,0.27803380077987505,-0.4205892083184174,0.31702842007345056,-0.57200514100758,-1.284710585517228,-0.3588571647520532,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.3572834560247792,-0.4205892083184174,-0.3485987626259325,-0.57200514100758,2.066609035452658,-0.35033251163423473,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,-0.4858182979661902,1.899501705864842,-0.3485987626259325,-0.57200514100758,0.026675353123162264,0.2865808570256321,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,0.42125606929476234,-0.4205892083184174,-0.5704744901923935,-0.57200514100758,1.2506355625208598,-0.360074972340313,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.2547530380955053,-0.8266051183004878,-0.7191312276619224,-0.57200514100758,0.31809445059880453,-0.20724012001371014,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,1,1,1.6224134945729498,0.5074471573548862,-0.3485987626259325,-0.57200514100758,-1.284710585517228,-0.22124490727869767,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,0.4288945902822228,-0.7106005725913248,-0.5704744901923935,-0.57200514100758,-0.11903419561465887,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,1,0.27803380077987505,-0.30458466260925443,0.09515269250698953,-0.57200514100758,0.026675353123162264,-0.360074972340313,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.22324413902223028,-0.30458466260925443,-0.459536626409163,-0.57200514100758,0.9009326455500891,-0.31927841813361024,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,1,0.83469101774107,-0.07257557119092851,0.5389041476399116,-0.57200514100758,2.2123185841904793,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,1.1851081680408275,-0.05285479842037082,-0.7746001595535377,-0.57200514100758,-0.49787902233299386,-0.2991845929273238,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,1,-0.3263641723529489,-0.4785914811729989,-0.5704744901923935,-0.57200514100758,3.377994974093048,2.075540204179254,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,1,0.32577455695150415,-0.3625869354638359,-0.7923502177588545,-0.57200514100758,0.026675353123162264,-0.360074972340313,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,1,1,0.819413975766149,-0.5945960268821618,-0.5704744901923935,-0.57200514100758,0.9009326455500891,-0.3588571647520532,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,3.0947384149059913,0.6234517030640492,-0.7923502177588545,-0.57200514100758,-1.284710585517228,-0.3527681268107543,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,0,0,1,1,0.18255228843661692,-0.6525982997367433,-0.681412353975624,-0.57200514100758,1.4254870210062451,-0.2857887094564662,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,1,-0.34259602945130296,0.043428974518234444,0.31702842007345056,-0.57200514100758,0.1723849018609834,0.37669861855685605,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,3.1501176920650806,-0.8753270274983361,-0.5327556165060952,0.27866917126010315,0.026675353123162264,-0.360074972340313,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,1,1,-0.23947599612058432,-0.6525982997367433,0.20609055629022002,-0.28844703691835233,-0.5561628418281223,-0.35824826095792334,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,1,1,-0.39797530661039254,-0.5365937540275804,-0.7923502177588545,-0.57200514100758,0.7260811870647037,-0.35946606854618307,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,1,-0.7799013559834252,-0.8648866183845115,-0.7923502177588545,-0.57200514100758,-0.5561628418281223,-0.360074972340313,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,1,1,-0.7483924569101502,1.6674926144465159,-0.1267230350594715,-0.57200514100758,-1.284710585517228,2.075540204179254,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
